Name,Country,Starting Year,Ending Year,Matches,Batting Runs,Highest Score,Batting Average,Hundreds,Wickets,Best Bowling Figures Wickets,Best Bowling Figures Runs,Bowling Average,5 Wickets,Average Difference,Wicketkeeper
GJP Kruger,SA,2006,2006,3,0,0*,0,0,2,1,43,69.5,0,-69.49,no
Kushal Malla,NEPAL,2020,2020,3,78,50,39,0,2,1,29,29.5,0,9.5,no
Liaqat Ali,PAK,1977,1978,3,7,7,7,0,2,1,41,55.5,0,-48.49,no
TA Lloyd,ENG,1984,1984,3,101,49,33.66,0,-,-,-,-,-,-,no
J Louw,SA,2008,2008,3,23,23,23,0,2,1,45,74,0,-50.99,no
JD Love,ENG,1981,1981,3,61,43,20.33,0,-,-,-,-,-,-,no
BW Luckhurst,ENG,1975,1975,3,15,14,5,0,-,-,-,-,-,-,no
MJ Lumb,ENG,2014,2014,3,165,106,55,1,-,-,-,-,-,-,no
MA Lynch,ENG,1988,1988,3,8,6,2.66,0,-,-,-,-,-,-,no
SCG MacGill,AUS,2000,2000,3,1,1,1,0,6,4,19,17.5,0,-16.49,no
AJ Mackay,ZIM,2001,2001,3,-,-,-,-,0,-,-,-,0,-,no
W Madhevere,ZIM,2020,2020,3,129,52,43,0,2,1,38,57.5,0,-14.49,no
JN Malan,SA,2020,2020,3,152,129*,76,1,-,-,-,-,-,-,no
RAL Massie,AUS,1972,1972,3,16,16*,-,0,3,2,35,43,0,-,no
BM Mauricette,CAN,1979,1979,3,20,15,6.66,0,-,-,-,-,-,-,no
Mehmood Quaraishy,EAf,1975,1975,3,41,19,20.5,0,3,2,55,31.33,0,-10.83,no
PL Mhambrey,INDIA,1996,1998,3,7,7*,-,0,3,2,69,40,0,-,no
Mohammad Abbas,PAK,2019,2019,3,-,-,-,-,1,1,44,153,0,-,no
Mohammad Khalil,PAK,2005,2005,3,0,0*,-,0,5,2,55,28.8,0,-,no
Mohammad Talha,PAK,2014,2014,3,0,0,0,0,4,2,22,36.5,0,-36.49,no
Morshed Ali Khan,BDESH,1998,1998,3,2,2*,-,0,2,1,26,42.5,0,-,no
SP Mukherjee,INDIA,1990,1991,3,2,2*,-,0,2,1,30,49,0,-,no
W Mwayenga,ZIM,2002,2004,3,1,1,0.5,0,1,1,61,157,0,-156.49,no
G Mylvaganam,UAE,1996,1996,3,36,23,12,0,-,-,-,-,-,-,no
PG Nana,EAf,1975,1975,3,9,8*,9,0,1,1,34,116,0,-106.99,no
Naseer Malik,PAK,1975,1975,3,0,0*,-,0,5,2,37,19.6,0,-,no
MN Nawaz,SL,1998,2002,3,31,15*,15.5,0,-,-,-,-,-,-,no
AM Nayar,INDIA,2009,2009,3,0,0*,-,0,0,-,-,-,0,-,no
DR O'Sullivan,NZ,1974,1976,3,2,1*,2,0,2,1,38,61.5,0,-59.49,no
JM Patel,CAN,1979,1979,3,3,2,1,0,0,-,-,-,0,-,no
ML Patel,KENYA,2004,2006,3,40,25,13.33,0,-,-,-,-,-,-,no
BMW Patterson,SCOT,1999,1999,3,10,10,3.33,0,-,-,-,-,-,-,no
GE Peckover,ZIM,1983,1983,3,33,16*,16.5,0,-,-,-,-,-,-,no
Pervez Mir,PAK,1975,1977,3,26,18,13,0,3,1,17,25.66,0,-12.66,no
IL Philip,SCOT,1999,1999,3,20,17,6.66,0,-,-,-,-,-,-,no
HSM Pieris,SL,1975,1975,3,19,16,9.5,0,2,2,68,67.5,0,-57.99,no
K Pierre,WI,2019,2020,3,39,21,19.5,0,1,1,50,158,0,-138.49,no
ADJ Pitcher,BMUDA,2007,2007,3,20,12,6.66,0,0,-,-,-,0,-,no
V Pollard,NZ,1973,1974,3,67,55,33.5,0,-,-,-,-,-,-,no
N Pothas,SA,2000,2000,3,24,24,24,0,-,-,-,-,-,-,no
M Pushpakumara,SL,2009,2010,3,7,7*,-,0,0,-,-,-,0,-,no
MR Pydanna,WI,1980,1983,3,2,2*,-,0,-,-,-,-,-,-,no
U Ranchod,ZIM,1992,1993,3,3,3*,-,0,1,1,44,130,0,-,no
V Razdan,INDIA,1989,1990,3,23,18,11.5,0,1,1,37,77,0,-65.49,no
B Reddy,INDIA,1978,1981,3,11,8*,-,0,-,-,-,-,-,-,no
CEB Rice,SA,1991,1991,3,26,14,13,0,2,1,46,57,0,-43.99,no
Rizwan-uz-Zaman,PAK,1981,1987,3,20,14,6.66,0,-,-,-,-,-,-,no
RJ Robinson,BMUDA,2007,2009,3,27,17,13.5,0,1,1,57,170,0,-156.49,no
Robiul Islam,BDESH,2013,2013,3,0,0*,-,0,2,1,21,58.5,0,-,no
LN Roche,ZIM,2018,2018,3,4,4,2,0,2,1,54,78.5,0,-76.49,no
Saad Nasim,PAK,2015,2015,3,99,77*,49.5,0,0,-,-,-,0,-,no
Salman Faris,UAE,2014,2014,3,43,27,14.33,0,-,-,-,-,-,-,no
Sami Faridi,CAN,2008,2008,3,19,16,9.5,0,0,-,-,-,0,-,no
AF Sattaur,CAN,2003,2003,3,20,13,6.66,0,-,-,-,-,-,-,no
GR Sealy,CAN,1979,1979,3,73,45,24.33,0,0,-,-,-,0,-,no
TL Seifert,NZ,2019,2019,3,33,22,16.5,0,-,-,-,-,-,-,no
CS Serjeant,AUS,1977,1978,3,73,46,24.33,0,-,-,-,-,-,-,no
RK Sethi,EAf,1975,1975,3,54,30,18,0,1,1,51,100,0,-81.99,no
Shadab Kabir,PAK,1996,1996,3,0,0,0,0,-,-,-,-,-,-,no
Shafiq Ahmed,PAK,1977,1978,3,41,29,13.66,0,-,-,-,-,-,-,no
Shahzaib Hasan,PAK,2010,2010,3,100,50,33.33,0,-,-,-,-,-,-,no
PP Shaw,INDIA,2020,2020,3,84,40,28,0,-,-,-,-,-,-,no
AP Sheahan,AUS,1972,1972,3,75,50,25,0,-,-,-,-,-,-,no
LR Shukla,INDIA,1999,1999,3,18,13,9,0,1,1,25,94,0,-84.99,no
RW Sims,ZIM,2002,2003,3,31,24,31,0,0,-,-,-,0,-,no
NA Statham,NL,2003,2009,3,7,7,2.33,0,-,-,-,-,-,-,no
AM Stuart,AUS,1997,1997,3,1,1,1,0,8,5,26,13.62,1,-12.62,no
GP Sulzberger,NZ,2000,2000,3,9,6*,9,0,3,1,28,34,0,-24.99,no
Sunzamul Islam,BDESH,2017,2018,3,19,19,19,0,5,2,22,15.8,0,3.2,no
Tariq Javed,CAN,1979,1979,3,15,8,5,0,-,-,-,-,-,-,no
HT Tector,IRE,2020,2020,3,57,29*,28.5,0,-,-,-,-,-,-,no
JG Thomas,ENG,1986,1987,3,1,1*,1,0,3,2,59,48,0,-46.99,no
GJ Thompson,IRE,2008,2008,3,2,2,1,0,1,1,35,73,0,-71.99,no
LO Tikolo,KENYA,1996,1996,3,36,25*,-,0,0,-,-,-,0,-,no
MH Tissera,SL,1975,1975,3,78,52,26,0,-,-,-,-,-,-,no
SS Tiwary,INDIA,2010,2010,3,49,37*,-,0,-,-,-,-,-,-,no
AJ Tudor,ENG,2002,2002,3,9,6,9,0,4,2,30,34,0,-24.99,no
JN Valentine,CAN,1979,1979,3,3,3*,-,0,3,1,18,22,0,-,no
RF van Oosterom,NL,1996,2002,3,7,5*,7,0,-,-,-,-,-,-,no
BO van Rooi,NAM,2003,2003,3,26,17,26,0,1,1,24,119,0,-92.99,no
JCB Vaughan,CAN,1979,1979,3,30,29,10,0,0,-,-,-,0,-,no
K Verreynne,SA,2020,2020,3,101,50,33.66,0,-,-,-,-,-,-,no
MDJ Walker,NZ,2003,2003,3,10,10,10,0,4,4,49,29.75,0,-19.74,no
S Walusimbi,EAf,1975,1975,3,38,16,12.66,0,-,-,-,-,-,-,no
SM Warnapura,SL,2007,2008,3,35,30,11.66,0,-,-,-,-,-,-,no
Wasim Haider,PAK,1992,1992,3,26,13,13,0,1,1,36,79,0,-65.99,no
RJ Webb,NZ,1983,1983,3,6,6*,-,0,4,2,28,26.25,0,-,no
DS Weerakkody,SL,2017,2017,3,73,58,24.33,0,-,-,-,-,-,-,no
SR Welsh,CAN,2006,2008,3,41,32,20.5,0,0,-,-,-,0,-,no
SRD Wettimuny,SL,1975,1979,3,136,67,68,0,-,-,-,-,-,-,no
DJ White,NZ,1990,1990,3,37,15,12.33,0,-,-,-,-,-,-,no
RPAH Wickramaratne,SL,1993,1993,3,4,3,2,0,-,-,-,-,-,-,no
CM Willoughby,SA,2000,2003,3,0,0,0,0,2,2,39,74,0,-73.99,no
WA Wisneski,NZ,2000,2000,3,10,6,10,0,0,-,-,-,0,-,no
DJ Worrall,AUS,2016,2016,3,6,6*,-,0,1,1,43,171,0,-,no
T Yohannan,INDIA,2002,2002,3,7,5*,-,0,5,3,33,24.4,0,-,no
Zahid Razzak,BDESH,1988,1990,3,14,6,4.66,0,-,-,-,-,-,-,no
Zulfiqar Ali,EAf,1975,1975,3,39,30,19.5,0,4,3,63,41.5,0,-21.99,no
Aamer Hameed,PAK,1977,1978,2,-,-,-,-,1,1,32,38,0,-,no
Aamir Kaleem,OMAN,2019,2019,2,13,13,13,0,2,2,30,27,0,-13.99,no
Abdullah Mazari,AFG,2010,2010,2,3,3,3,0,2,1,18,24.5,0,-21.49,no
Abdul Jabbar,CAN,2007,2007,2,59,44,29.5,0,-,-,-,-,-,-,no
Abu Hider,BDESH,2018,2018,2,1,1,1,0,3,2,50,29.66,0,-28.66,no
Abu Jayed,BDESH,2019,2019,2,-,-,-,-,5,5,58,22.8,1,-,no
Aijaz Ali,USA,2004,2004,2,5,4,2.5,0,-,-,-,-,-,-,no
GW Aldridge,NZ,2011,2011,2,-,-,-,-,1,1,45,98,0,-,no
RP Alexander,USA,2004,2004,2,34,26,17,0,-,-,-,-,-,-,no
Ali Asad,UAE,2004,2004,2,21,12,21,0,2,2,35,36.5,0,-15.49,yes
CR Amini,PNG,2014,2014,2,3,3*,-,0,3,2,33,26.33,0,-,no
RW Anderson,NZ,1976,1978,2,16,12,16,0,-,-,-,-,-,-,no
Anisur Rahman,BDESH,1995,1998,2,2,2,1,0,0,-,-,-,0,-,no
Arshad Pervez,PAK,1978,1978,2,11,8,5.5,0,-,-,-,-,-,-,no
Asghar Ali,UAE,2004,2004,2,14,14,7,0,-,-,-,-,-,-,no
Asif Mahmood,PAK,1998,1998,2,14,14,7,0,-,-,-,-,-,-,no
Asim Saeed,UAE,2004,2004,2,12,12,6,0,1,1,25,40,0,-33.99,no
SK Atai,PNG,2019,2019,2,24,24,24,0,-,-,-,-,-,-,no
Azmat Rana,PAK,1978,1978,2,42,22*,42,0,-,-,-,-,-,-,no
Badal Singh,OMAN,2020,2020,2,5,5,5,0,0,-,-,-,0,-,no
DM Basden,BMUDA,2007,2007,2,12,7,6,0,-,-,-,-,-,-,no
MD Bates,NZ,2012,2012,2,13,13,13,0,2,1,24,26,0,-12.99,no
IPP Batuwitarachchi,UAE,2008,2008,2,14,14,7,0,-,-,-,-,-,-,no
GR Beard,AUS,1981,1981,2,-,-,-,-,4,2,20,17.5,0,-,no
RR Beaton,WI,2017,2017,2,15,12*,15,0,1,1,60,102,0,-86.99,no
JE Benjamin,ENG,1994,1995,2,0,0,0,0,1,1,22,47,0,-46.99,no
A Bhandari,INDIA,2000,2004,2,0,0*,-,0,5,3,31,21.2,0,-,no
Bhupinder Singh snr,INDIA,1994,1994,2,6,6,6,0,3,3,34,26,0,-19.99,no
GA Bishop,AUS,1987,1987,2,13,7,6.5,0,-,-,-,-,-,-,no
J Blackwood,WI,2015,2015,2,11,9,5.5,0,0,-,-,-,0,-,no
G Blakeney,BMUDA,2009,2009,2,72,42,36,0,-,-,-,-,-,-,no
TA Blundell,NZ,2020,2020,2,31,22,15.5,0,-,-,-,-,-,-,no
GH Bodi,SA,2007,2007,2,83,51,41.5,0,0,-,-,-,0,-,no
A Bohara,NEPAL,2020,2020,2,13,8*,-,0,0,-,-,-,0,-,no
SG Borthwick,ENG,2011,2011,2,18,15,9,0,0,-,-,-,0,-,no
T Bosch,SA,1992,1992,2,-,-,-,-,0,-,-,-,0,-,no
JWHD Boteju,SL,1999,1999,2,3,2,3,0,0,-,-,-,0,-,no
SF Burger,NAM,2003,2003,2,11,6,5.5,0,0,-,-,-,0,-,no
RG Callender,CAN,1979,1979,2,0,0,0,0,1,1,14,26,0,-25.99,no
SJ Cameron,SCOT,2018,2018,2,9,8*,9,0,3,2,64,41,0,-31.99,no
RJ Campbell,AUS,2002,2002,2,54,38,27,0,-,-,-,-,-,-,no
HWR Cartwright,AUS,2017,2017,2,2,1,1,0,-,-,-,-,-,-,no
SJ Chalmers,SCOT,2009,2009,2,9,9*,-,0,1,1,34,49,0,-,no
M Cheruparambil,HKG,2004,2004,2,30,30,15,0,-,-,-,-,-,-,no
MT Chinouya,ZIM,2013,2013,2,6,6*,6,0,1,1,36,50,0,-43.99,no
WM Clark,AUS,1978,1978,2,-,-,-,-,3,2,39,20.33,0,-,yes
GA Cope,ENG,1977,1978,2,1,1*,-,0,2,1,16,17.5,0,-,no
FS Crockwell,BMUDA,2009,2009,2,68,45,34,0,-,-,-,-,-,-,no
CJ Dala,SA,2018,2018,2,8,5,8,0,1,1,57,121,0,-112.99,no
H Davids,SA,2013,2013,2,8,7,4,0,-,-,-,-,-,-,no
JJ Dawood,CAN,2009,2010,2,25,25*,-,0,-,-,-,-,-,-,no
DLS de Silva,SL,1979,1979,2,10,10,10,0,2,2,36,27,0,-16.99,no
JI de Villiers,NAM,2020,2020,2,0,0,0,0,2,2,47,33,0,-32.99,no
HS Dhillon,CAN,2006,2006,2,14,13,7,0,-,-,-,-,-,-,no
CRM Douglas,BMUDA,2008,2008,2,122,69,61,0,-,-,-,-,-,-,no
RR Emrit,WI,2007,2007,2,13,13,13,0,0,-,-,-,0,-,no
Fahad Nawaz,UAE,2019,2019,2,2,2,1,0,-,-,-,-,-,-,no
Fahad Usman,UAE,2004,2004,2,9,9,4.5,0,-,-,-,-,-,-,no
Fazl-e-Akbar,PAK,1998,2001,2,7,7,7,0,0,-,-,-,0,-,no
Fazle Mahmud,BDESH,2018,2018,2,0,0,0,0,0,-,-,-,0,-,no
UNK Fernando,SL,1994,1994,2,22,20*,-,0,-,-,-,-,-,-,no
J Figy,UAE,2019,2020,2,55,32*,55,0,-,-,-,-,-,-,no
MLC Foster,WI,1973,1973,2,25,25,25,0,2,2,22,11,0,14,no
AN French,HKG,2004,2004,2,24,14,12,0,1,1,51,67,0,-54.99,no
B Geeves,AUS,2008,2009,2,10,10*,-,0,3,2,11,26,0,-,no
T Gibbons,BMUDA,2006,2006,2,33,33,16.5,0,-,-,-,-,-,-,no
N Gifford,ENG,1985,1985,2,0,0,0,0,4,4,23,12.5,0,-12.49,no
DM Gondaria,KENYA,2013,2013,2,7,6,3.5,0,-,-,-,-,-,-,no
MS Gony,INDIA,2008,2008,2,-,-,-,-,2,2,65,38,0,-,no
AP Grayson,ENG,2000,2001,2,6,6,3,0,3,3,40,20,0,-16.99,no
RD Gudhka,KENYA,2011,2011,2,17,10,17,0,1,1,41,60,0,-42.99,no
BG Hadlee,NZ,1975,1975,2,26,19,26,0,-,-,-,-,-,-,no
Hafizur Rahman,BDESH,1986,1986,2,8,8,8,0,-,-,-,-,-,-,no
RS Haire,IRE,2008,2008,2,56,54,28,0,-,-,-,-,-,-,no
LJ Hamilton,NZ,2005,2005,2,3,2*,-,0,1,1,76,143,0,-,no
RG Hart,NZ,2002,2002,2,0,0,0,0,-,-,-,-,-,-,no
Harunur Rashid,BDESH,1988,1988,2,0,0,0,0,-,-,-,-,-,-,no
Hasti Gul,AFG,2009,2009,2,23,23*,-,0,3,2,48,24.33,0,-,no
CC Henry,CAN,1979,1979,2,6,5,6,0,2,2,27,26.5,0,-20.49,no
PD Heyn,SL,1975,1975,2,3,2,1.5,0,-,-,-,-,-,-,no
VR Hogg,ZIM,1983,1983,2,7,7*,-,0,0,-,-,-,0,-,no
RG Holland,AUS,1985,1985,2,-,-,-,-,2,2,49,49.5,0,-,no
KH Butt,HKG,2008,2008,2,8,4,4,0,-,-,-,-,-,-,no
Ijaz Ahmed jnr,PAK,1997,1997,2,3,3*,-,0,1,1,9,25,0,-,no
Ilyas Gull,HKG,2004,2004,2,17,16,8.5,0,4,3,46,28.25,0,-19.74,no
Imran Abbas,PAK,2000,2000,2,29,28,14.5,0,-,-,-,-,-,-,no
SD Jack,SA,1994,1995,2,7,6,3.5,0,3,2,41,28.66,0,-25.16,no
W Jaffer,INDIA,2006,2006,2,10,10,5,0,-,-,-,-,-,-,no
Jahangir Alam Talukdar,BDESH,1990,1990,2,7,7*,-,0,0,-,-,-,0,-,no
KA Jamieson,NZ,2020,2020,2,25,25*,-,0,3,2,42,31.66,0,-,no
F Jansen,NL,1996,1996,2,-,-,-,-,1,1,40,62,0,-,no
RSA Jayasekera,SL,1982,1982,2,17,17,17,0,-,-,-,-,-,-,no
SA Jayasinghe,SL,1979,1979,2,1,1,1,0,-,-,-,-,-,-,no
NGRP Jayasuriya,SL,2018,2018,2,11,11*,11,0,0,-,-,-,0,-,no
HR Johnson,USA,2004,2004,2,9,9,9,0,1,1,26,69,0,-59.99,no
MR Johnson,USA,2004,2004,2,20,20,10,0,-,-,-,-,-,-,no
C Jonker,SA,2018,2018,2,31,25,15.5,0,-,-,-,-,-,-,no
SMS Kaluperuma,SL,1988,1988,2,11,7,5.5,0,0,-,-,-,0,-,no
Kamran Hussain,PAK,2008,2008,2,28,28*,-,0,3,2,32,22.33,0,-,no
K Kamyuka,CAN,2013,2013,2,2,2,2,0,4,4,38,11.75,0,-9.74,no
AL Kandappah,CAN,2007,2007,2,97,69*,97,0,0,-,-,-,0,-,no
JC Kent,SA,2002,2002,2,-,-,-,-,0,-,-,-,0,-,no
Khalid Khan,HKG,2004,2004,2,5,3,2.5,0,3,2,62,31,0,-28.49,no
GK Khoda,INDIA,1998,1998,2,115,89,57.5,0,-,-,-,-,-,-,no
CK Kruger,HKG,2008,2008,2,3,3,1.5,0,-,-,-,-,-,-,no
N Kruger,NL,2011,2011,2,39,34,19.5,0,-,-,-,-,-,-,no
SC Kuggeleijn,NZ,2017,2017,2,11,11*,-,0,5,3,41,11.6,0,-,no
AV Lalcheta,OMAN,2019,2019,2,18,12,9,0,2,2,35,31,0,-21.99,no
JPR Lamsam,HKG,2004,2008,2,24,16,12,0,0,-,-,-,0,-,no
C McAuslan,HKG,2017,2017,2,35,27,17.5,0,-,-,-,-,-,-,no
OC McCoy,WI,2018,2018,2,0,0*,-,0,4,2,38,27.25,0,-,no
JA Maclean,AUS,1979,1979,2,11,11,11,0,-,-,-,-,-,-,no
H McLeod,EAf,1975,1975,2,5,5,2.5,0,-,-,-,-,-,-,no
NJ MacRae,SCOT,2006,2006,2,10,8,5,0,-,-,-,-,-,-,no
Mansoor Rana,PAK,1990,1990,2,15,10,7.5,0,0,-,-,-,0,-,no
CA Marshall,CAN,1979,1979,2,10,8,5,0,-,-,-,-,-,-,no
SJ Massiah,USA,2004,2004,2,23,23,11.5,0,-,-,-,-,-,-,no
PS Masvaure,ZIM,2018,2018,2,40,39,20,0,0,-,-,-,0,-,no
EH Mattis,WI,1981,1981,2,86,62,43,0,-,-,-,-,-,-,no
SC Meaker,ENG,2011,2011,2,2,1,1,0,2,1,45,55,0,-53.99,no
PHKD Mendis,SL,2019,2019,2,17,9,17,0,1,1,45,79,0,-61.99,no
JM Mennie,AUS,2016,2016,2,1,1,0.5,0,3,3,49,43.66,0,-43.16,no
Mohibullah Oryakhel,AFG,2013,2013,2,-,-,-,-,-,-,-,-,-,-,no
Moniruzzaman,BDESH,2003,2003,2,1,1,0.5,0,-,-,-,-,-,-,no
DWO Morgan,BMUDA,2006,2006,2,2,1,1,0,-,-,-,-,-,-,no
PV Mpitsang,SA,1999,1999,2,1,1*,-,0,2,2,49,31.5,0,-,no
EMDY Munaweera,SL,2017,2017,2,15,11,7.5,0,-,-,-,-,-,-,no
Munir Dar,HKG,2008,2008,2,18,14,9,0,0,-,-,-,0,-,no
Nadeem Khan,PAK,1993,1995,2,2,2,2,0,0,-,-,-,0,-,no
Naeemuddin Aslam,UAE,2004,2004,2,12,12,6,0,-,-,-,-,-,-,no
Naeem Ashraf,PAK,1995,1995,2,24,16,24,0,0,-,-,-,0,-,no
SS Naik,INDIA,1974,1974,2,38,20,19,0,-,-,-,-,-,-,no
KK Nair,INDIA,2016,2016,2,46,39,23,0,-,-,-,-,-,-,no
A Ndlovu,ZIM,2019,2019,2,-,-,-,-,1,1,29,80,0,-,no
Neeyamur Rashid,BDESH,1999,1999,2,5,4*,5,0,1,1,46,66,0,-60.99,no
MG Neser,AUS,2018,2018,2,8,6,4,0,2,2,46,60,0,-55.99,no
IA Nicolson,ZIM,2010,2010,2,14,14,7,0,2,1,44,59,0,-51.99,no
Noor-ul-Haq,AFG,2010,2010,2,12,12,6,0,-,-,-,-,-,-,no
MJ North,AUS,2009,2009,2,6,5,3,0,0,-,-,-,0,-,no
Nurul Hasan,BDESH,2016,2016,2,68,44,34,0,-,-,-,-,-,-,no
MP O'Dowd,NL,2019,2019,2,145,86*,145,0,-,-,-,-,-,-,no
KJ O'Keeffe,AUS,1977,1977,2,16,16*,16,0,2,1,36,39.5,0,-23.49,no
D Olivier,SA,2019,2019,2,-,-,-,-,3,2,73,41.33,0,-,no
LN Oluoch,KENYA,2011,2011,2,6,5*,6,0,5,3,41,15.8,0,-9.79,no
GK Pandey,INDIA,1999,1999,2,4,4*,4,0,0,-,-,-,0,-,no
JS Paris,AUS,2016,2016,2,-,-,-,-,1,1,40,93,0,-,no
MW Parkinson,ENG,2020,2020,2,-,-,-,-,0,-,-,-,0,-,no
SD Parry,ENG,2014,2014,2,-,-,-,-,4,3,32,23,0,-,no
SP Pasqual,SL,1979,1979,2,24,23*,24,0,0,-,-,-,0,-,no
A Patel,CAN,2003,2003,2,25,25,25,0,3,3,41,24.33,0,0.66,no
KA Patel,KENYA,2006,2006,2,1,1*,1,0,0,-,-,-,0,-,no
J Patraj,CAN,2007,2007,2,21,20,10.5,0,2,1,27,38,0,-27.49,no
PARP Perera,SL,2019,2019,2,33,33,16.5,0,-,-,-,-,-,-,no
RH Poonawala,UAE,1994,1994,2,44,22,22,0,-,-,-,-,-,-,no
GD Porter,AUS,1979,1979,2,3,3,3,0,3,2,13,11,0,-7.99,no
DJ Pringle,EAf,1975,1975,2,5,3,2.5,0,0,-,-,-,0,-,no
PM Pushpakumara,SL,2017,2017,2,11,8,5.5,0,1,1,40,105,0,-99.49,no
Rafiqul Alam,BDESH,1986,1986,2,24,14,12,0,-,-,-,-,-,-,no
N Ranatunga,SL,1993,1993,2,0,0,0,0,1,1,33,82,0,-81.99,no
SHA Rance,NZ,2017,2017,2,-,-,-,-,1,1,44,110,0,-,no
Randhir Singh,INDIA,1981,1983,2,-,-,-,-,1,1,30,48,0,-,no
Raqibul Hasan,BDESH,1986,1986,2,17,12,8.5,0,0,-,-,-,0,-,no
Rashid Zia,USA,2004,2004,2,9,8,4.5,0,0,-,-,-,0,-,no
NLK Ratnayake,SL,1989,1990,2,-,-,-,-,2,1,39,49,0,-,no
SS Raul,INDIA,1998,1998,2,8,8,4,0,1,1,13,27,0,-22.99,no
RE Redmond,NZ,1973,1973,2,3,3,3,0,-,-,-,-,-,-,no
CA Reid,USA,2004,2004,2,8,6,4,0,1,1,37,63,0,-58.99,no
RA Reifer,WI,2019,2019,2,7,7,7,0,2,2,23,27,0,-19.99,no
EJ Richardson,IRE,2013,2013,2,12,12,12,0,2,2,39,27,0,-14.99,no
SJ Roberts,NZ,1990,1990,2,1,1*,-,0,0,-,-,-,0,-,no
RD Robinson,AUS,1977,1977,2,82,70,41,0,-,-,-,-,-,-,no
LC Romero,USA,2004,2004,2,1,1,0.5,0,1,1,52,52,0,-51.49,no
BC Rose,ENG,1977,1977,2,99,54,49.5,0,-,-,-,-,-,-,no
DB Rundle,SA,1994,1994,2,6,6,3,0,5,4,42,19,0,-15.99,no
Saad Ali,PAK,2019,2019,2,11,7,5.5,0,-,-,-,-,-,-,no
AK Sah,NEPAL,2018,2018,2,25,21,12.5,0,-,-,-,-,-,-,no
Sajjad Ahmed,BDESH,1995,1995,2,15,11,7.5,0,-,-,-,-,-,-,no
Sajjad Akbar,PAK,1990,1990,2,5,5,5,0,2,2,45,22.5,0,-17.49,no
Samiullah Khan,PAK,2008,2008,2,-,-,-,-,0,-,-,-,0,-,no
Samiur Rahman,BDESH,1986,1986,2,4,4,2,0,0,-,-,-,0,-,no
GS Sandhu,AUS,2015,2015,2,-,-,-,-,3,2,49,35.66,0,-,no
P Sarraf,NEPAL,2019,2019,2,12,8,6,0,-,-,-,-,-,-,no
Sayed Shirzad,AFG,2019,2019,2,25,25,25,0,1,1,56,56,0,-30.99,no
Shaheedur Rahman,BDESH,1986,1986,2,62,37,31,0,-,-,-,-,-,-,no
Shehzad Altaf,UAE,1996,1996,2,-,-,-,-,1,1,15,37,0,-,no
Shakeel Ahmed jnr,PAK,1995,1995,2,61,36,30.5,0,-,-,-,-,-,-,no
KV Sharma,INDIA,2014,2014,2,-,-,-,-,0,-,-,-,0,-,no
PH Sharma,INDIA,1976,1976,2,20,14,10,0,-,-,-,-,-,-,no
R Sharma,HKG,2004,2004,2,11,10,5.5,0,-,-,-,-,-,-,no
V Shetty,UAE,2008,2014,2,16,9,8,0,-,-,-,-,-,-,no
IT Shillingford,WI,1978,1978,2,30,24,15,0,-,-,-,-,-,-,no
Shubman Gill,INDIA,2019,2019,2,16,9,8,0,-,-,-,-,-,-,no
RB Simpson,AUS,1978,1978,2,36,23,18,0,2,2,30,47.5,0,-29.49,yes
RP Singh,INDIA,1986,1986,2,-,-,-,-,1,1,58,77,0,-,no
VRV Singh,INDIA,2006,2006,2,8,8,8,0,0,-,-,-,0,-,no
WN Slack,ENG,1986,1986,2,43,34,21.5,0,-,-,-,-,-,-,no
MA Small,WI,1984,1984,2,-,-,-,-,1,1,40,54,0,-,no
TT Smart,HKG,2004,2004,2,34,25,17,0,-,-,-,-,-,-,no
DM Smith,ENG,1986,1990,2,15,10*,15,0,-,-,-,-,-,-,no
RAJ Smith,SCOT,2016,2016,2,10,10,10,0,1,1,34,97,0,-86.99,no
S Snater,NL,2018,2018,2,12,12,6,0,1,1,41,63,0,-56.99,no
Sohail Butt,UAE,1994,1994,2,8,6*,8,0,2,2,52,39.5,0,-31.49,no
Sohail Fazal,PAK,1989,1989,2,56,32,28,0,0,-,-,-,0,-,no
S Somasunder,INDIA,1996,1996,2,16,9,8,0,-,-,-,-,-,-,no
TE Srinivasan,INDIA,1980,1981,2,10,6,5,0,-,-,-,-,-,-,no
RW Staple,USA,2004,2004,2,4,4,2,0,2,2,76,38,0,-35.99,no
MP Stead,CAN,1979,1979,2,10,10,5,0,0,-,-,-,0,-,no
Sultan Ahmed,UAE,2019,2019,2,18,11,9,0,0,-,-,-,0,-,no
Syed Maqsood,UAE,2004,2004,2,18,13,9,0,1,1,60,84,0,-74.99,no
Tanbir Hayder,BDESH,2016,2016,2,5,3,2.5,0,0,-,-,-,0,-,no
Tanvir Ahmed,PAK,2011,2011,2,18,18,18,0,2,1,38,41.5,0,-23.49,no
Taslim Arif,PAK,1980,1980,2,28,24,14,0,-,-,-,-,-,-,no
BR Taylor,NZ,1973,1973,2,22,22,22,0,4,3,25,15.5,0,6.5,no
LB Taylor,ENG,1986,1986,2,1,1*,-,0,0,-,-,-,0,-,no
DJ ter Braak,NL,2018,2018,2,40,39,20,0,-,-,-,-,-,-,no
PIC Thompson,WI,1997,1997,2,2,2,2,0,2,1,46,55,0,-52.99,no
FJ Titmus,ENG,1975,1975,2,11,11,11,0,3,3,53,17.66,0,-6.66,no
GS Trimble,AUS,1986,1986,2,4,4,4,0,0,-,-,-,0,-,no
